4a6c4907,1.6712209500792066e-06
3b491adb,5.694530644714333e-07
cfa1ee9b,3.924274379074878e-06
3da221d6,7.427648667018696e-08
d1e0a5c4,3.713824333509348e-08
3dae2c7b,7.427648667018696e-08
706e3f63,9.903531556024927e-08
1f42934c,2.9834388812525094e-06
da640f73,6.18970722251558e-08
8497379f,2.24067401455064e-06
e2a371f6,1.7331180223043625e-07
1814cab5,3.5776507746140053e-06
24ee39c2,1.1178611243863137e-05
c1a05eac,1.1723305479444508e-05
56b998b8,0.00012371986796364142
af391f06,0.0001237941444503116
94441e01,1.237941444503116e-07
93994a97,7.675236955919319e-07
9082ed01,0.0001237941444503116
4749915a,5.432087058479673e-05
7ffb91b2,1.1884237867229913e-06
10e59d4f,8.046619389270254e-06
1377af05,1.6093238778540508e-07
92ce1873,1.3208835212848248e-05
866261a8,2.4053202266695544e-05
76702750,2.8472653223571667e-07
a2463c68,3.713824333509348e-08
0321deff,3.389483675049531e-05
07b6f75e,4.642280416886685e-05
d7ea389f,0.00010512598746720461
c35f9598,4.642280416886685e-06
835ff9da,8.789384255972123e-07
b838b11b,1.9807063112049855e-07
835ff9d3,1.2627002733931783e-06
8bceeb8a,1.3617355889534276e-06
12c25fb5,6.709642629206888e-06
3503ab7d,7.081025062557824e-06
b3450746,5.818324789164645e-07
bbde2735,1.9311886534248608e-06
8ccea25f,3.713824333509348e-08
03ca6c77,4.332795055760906e-07
347bb7e3,2.475882889006232e-06
7ec68d9e,9.160766689323059e-06
e869d68d,1.237941444503116e-07
d853388f,9.754978582684554e-06
484436a6,3.519467526722359e-05
5fd91729,2.4263652312261073e-06
eb6e93bb,4.580383344661529e-07
8c45adff,3.651927261284192e-05
0d643f94,7.04388681922273e-06
d38fec1a,3.680399914507764e-05
dd1862da,1.151285543387898e-06
d297b842,1.856912166754674e-07
de3c1479,1.0943402369407545e-05
1f69ea34,1.0225396331595738e-05
3fb20624,7.79903110036963e-07
21e5ec6e,4.827971633562152e-07
4d114a11,1.6464621211891443e-06
042daa8b,1.856912166754674e-07
935977ec,4.2845153394252846e-05
3518c2cf,3.4662360446087247e-06
b064028a,1.0522502278276486e-06
c20960b3,3.3424419001584133e-06
033e7565,1.376590886287465e-05
f0f9cb94,2.3520887445559204e-07
77b60fca,4.6299010024416535e-06
2256b664,1.7331180223043625e-07
8b43d31c,5.199354066913087e-07
e5487af4,2.1045004556552973e-06
c5ce604a,1.6093238778540507e-06
3fc2dc27,1.4855297334037393e-06
a3a6dcf8,1.1995652597235194e-05
46c6fce5,9.903531556024927e-08
e6a15121,7.427648667018696e-07
635dfccc,4.530865686881404e-06
f45947a3,0.0001237941444503116
b8e67804,0.00011965942002567119
885f3d71,8.665590111521812e-07
2ea86649,1.0646296422726797e-06
502e9ee2,6.288742538075829e-06
30b08096,8.170413533720565e-06
f48c1c75,0.00010241489570374278
efc41f76,4.951765778012464e-08
8b832820,0.00010401184016715181
c88e375d,2.475882889006232e-07
8e19e585,1.9807063112049855e-07
8b0dc764,4.4565892002112175e-07
197a561b,5.496460013593835e-06
a7059d4d,1.078246998162214e-05
dae7a97f,1.3617355889534275e-07
525565c3,6.18970722251558e-08
fb8fa0a3,7.056266233667762e-07
d424c0d3,1.634082706744113e-06
15f9ef1b,5.8678424469447695e-06
e51a93a2,6.861909426880771e-05
409383ee,3.09485361125779e-07
70448b3e,1.793777153085015e-05
091e5ba8,8.379625637841592e-05
be127615,9.878772727134865e-06
90be7c8e,1.9794683697604825e-05
d9ec8e43,7.959963488155036e-06
c1a51ad9,4.345174470205937e-06
cccc114c,5.075559922462775e-07
ea906a0f,8.665590111521812e-08
1402bc35,0.00011035010036300777
987496f2,1.869291581199705e-06
687dc963,3.2805448279332574e-06
b6b4fb06,0.0001237941444503116
8b212a8d,7.056266233667762e-07
970eed05,4.827971633562152e-07
66ecbba6,2.6615741056816994e-06
99fd0766,5.137456994687931e-06
709baf7e,2.686332934571762e-06
114250a8,1.6093238778540508e-07
92183e6f,5.818324789164645e-07
b02c3723,0.00011876810218562895
79499e71,1.9807063112049855e-07
9f83039d,3.1134227329253367e-05
af721f4e,2.5340661368978783e-05
2dbed838,2.946300637917416e-06
266309ee,3.800480234624566e-06
460b99a6,0.00012369510913475134
a10ffb30,1.3357388186188622e-05
376c48d2,9.251136414771786e-05
a0d23e14,8.418001822621189e-07
4d1ff4f1,1.312217931173303e-06
f6b07520,7.79903110036963e-07
6ecf4799,1.3617355889534275e-07
4f9943ab,4.951765778012464e-08
4a3e642f,1.4855297334037392e-07
6ef6dfd3,1.856912166754674e-07
411d13f0,1.9794683697604825e-05
93b67b11,5.1349811117989254e-05
f6b4879a,1.6093238778540508e-07
e8a68563,1.1017678856077733e-06
99af9fd1,3.713824333509348e-08
9e6cadad,0.00012082308498350413
ba8274ee,2.624435862346606e-06
f43ef592,9.569287366009087e-06
ff8bcdaa,0.0001237941444503116
10a63b48,3.713824333509348e-08
832157db,3.466236044608725e-07
4c6c5c8b,0.0001237941444503116
ceb1bfdc,1.237941444503116e-07
2e95078b,1.9807063112049855e-07
40dfcb3a,1.4855297334037392e-07
56c2304c,3.2186477557081016e-07
4c5d4ab0,7.056266233667762e-07
19616c7f,4.8032128046720905e-06
4e1de469,9.903531556024927e-08
95ef67d6,3.713824333509348e-08
493a49ab,9.710412690682442e-05
35117c16,9.408354978223682e-07
73151e18,1.6080859364095478e-05
867388ca,0.00011832244326560782
fb2589f9,3.961412622409971e-07
d99f11e8,1.3208835212848248e-05
dbd7be71,1.5375232740728702e-05
bef50f0b,1.250320858948147e-06
f5283eac,9.92457656058148e-05
7beffbcf,6.18970722251558e-07
c435b671,2.5996770334565434e-06
f7d1f8c2,1.237941444503116e-07
52cae7cd,0.0001237941444503116
c015029f,7.180060378118073e-07
756deffd,3.713824333509348e-08
b63f5ae5,6.93247208921745e-07
e65337a0,1.3654494132869369e-05
299360e6,9.036972544872747e-07
1ad09d70,8.665590111521812e-07
dedfaa95,3.8351425950706536e-05
76b05ca1,1.2305137958360972e-05
bf949519,5.694530644714333e-07
4e505b09,1.2404173273921223e-05
8275bf2c,4.4565892002112175e-07
